"","country","species","area","year","value","value.kg","relative.value","production","native","fishmeal","intensity","hatchery","habitat","waste","ecol.score","msi"
"7883","Spain","European eel","Atlantic, Northeast",2007,67742.49,8467.81125,0.0146814773560688,8,10,3,3,3,6,7,5.3,5.9
"7884","Spain","European flat oyster","Atlantic, Northeast",2007,0,0,0,9400,10,10,7,5,7,10,8.2,7.3
"7888","Spain","European seabass","Mediterranean and Black Sea",2007,0,0,0,1,10,3,5,5,5,5,5.5,5.7
"7892","Spain","Gilthead seabream","Atlantic, Northeast",2007,264732.25,0.824002570998145,0.0573740429942292,321276,10,1,1,3,3,1,3.2,4.2
"7893","Spain","Gilthead seabream","Mediterranean and Black Sea",2007,0,0,0,77381,10,1,1,3,3,1,3.2,4.2
"7902","Spain","Kuruma prawn","Atlantic, Northeast",2007,0,0,0,1037,1,3,5,5,5,7,4.3,4.8
"7914","Spain","Pacific cupped oyster","Mediterranean and Black Sea",2007,8.4,0.0777777777777778,1.82048829015553e-06,108,1,10,7,5,7,10,6.7,6.4
"7985","Thailand","Cupped oysters nei","Pacific, Western Central",2007,6631.14,12.2798888888889,0.509067208350031,540,5,10,7,5,6,10,7.2,6.7
"8005","Turkey","Atlantic salmon","Mediterranean and Black Sea",2007,1554,6,0.0168514141199235,259,1,3,3,8,5,5,4.2,4.7
"8010","Turkey","Gilthead seabream","Mediterranean and Black Sea",2007,126.43,15.80375,0.00137099374979532,8,8,3,3,7,5,6,5.3,5.1
"8013","Turkey","Mediterranean mussel","Mediterranean and Black Sea",2007,8.81,8.81,9.55347222628868e-05,1,10,10,7,6,7,8,8,6.6
"8014","Turkey","Natantian decapods nei","Mediterranean and Black Sea",2007,263.39,2.19491666666667,0.00285617372268124,120,5,5,5,6,5,5,5.2,5.1
"8022","Turkey","Trouts nei","Mediterranean and Black Sea",2007,517.6,2.68186528497409,0.00561280048164248,193,5,3,3,5,5,5,4.3,4.8
"8028","Ukraine","Mullets nei","Mediterranean and Black Sea",2007,9601.6,0.8,1,12002,5,10,5,5,5,5,5.8,5.6
"8053","United Kingdom","Cupped oysters nei","Atlantic, Northeast",2007,328.39,25.2607692307692,0.0146218203028643,13,5,10,7,6,8,10,7.7,6.9
"8054","United Kingdom","European flat oyster","Atlantic, Northeast",2007,680,10,0.0302775291755162,68,10,10,7,5,7,10,8.2,7.3
"8055","United Kingdom","European seabass","Atlantic, Northeast",2007,12,2,0.000534309338391462,6,10,3,5,7,5,5,5.8,6
"8062","United Kingdom","Pacific cupped oyster","Atlantic, Northeast",2007,18428.7,19.605,0.820552208701228,940,1,10,7,5,7,10,6.7,6.7
"8103","Viet Nam","Gracilaria seaweeds","Pacific, Western Central",2007,9922,22,0.329323171512915,451,10,10,10,5,7,10,8.7,7.9
"8118","Argentina","Pacific cupped oyster","Atlantic, Southwest",2008,146,2,0.514628128304547,73,3,10,5,7,7,10,7,6.4
"8122","Australia","Atlantic salmon","Pacific, Southwest",2008,257362.73,9.99975638091612,0.533327341684424,25736.9,1,1,1,3,5,3,2.3,3.7
"8134","Australia","Pacific cupped oyster","Indian Ocean, Eastern",2008,50889.23,6.22034078546895,0.10545667492829,8181.1,1,10,10,10,7,10,8,7.2
"8137","Australia","Southern bluefin tuna","Indian Ocean, Eastern",2008,74187.8,16.3697705207414,0.153737808731729,4532,10,1,1,1,3,1,2.8,4.1
"8160","Brazil","Cupped oysters nei","Atlantic, Southwest",2008,5265,0.0184593701024819,0.0187154563862682,285221,7,10,7,7,7,10,8,7.1
"8171","Brazil","Whiteleg shrimp","Atlantic, Southwest",2008,264336.75,377.623928571429,0.939635881464937,700,1,3,3,5,1,1,2.3,4
"8185","Canada","Blue mussel","Atlantic, Northwest",2008,24461.26,87.6747670250896,0.0324989535038996,279,10,10,9,8,8,10,9.2,8.2
"8186","Canada","Blue mussel","Pacific, Northeast",2008,996.64,0.000754910203679718,0.00132412463708437,1320210,10,10,9,8,8,10,9.2,8.2
"8206","Chile","Atlantic salmon","Pacific, Southeast",2008,0,0,0,113852,1,1,1,1,1,2,1.2,2.5
"8217","Chile","Pacific cupped oyster","Pacific, Southeast",2008,174877.1,180.192787223081,0.288486261026394,970.5,1,10,7,5,7,1,5.2,5.6
"8251","China","Red drum","Pacific, Northwest",2008,0,0,0,442.1,1,1,2,5,4,5,3,4.4
"8341","France","Atlantic salmon","Atlantic, Northeast",2008,170000.02,152.19339301701,0.154561587880467,1117,10,3,2,5,5,3,4.7,4.8
"8343","France","Blue mussel","Mediterranean and Black Sea",2008,508.11,0.0105192224085461,0.000461966348109513,48303,10,10,9,8,7,10,9,8.1
"8350","France","European flat oyster","Mediterranean and Black Sea",2008,0,0,0,15,10,10,7,5,7,10,8.2,7.3
"8352","France","European seabass","Mediterranean and Black Sea",2008,201.99,0.411384928716904,0.000183646420370866,491,10,3,5,7,5,5,5.8,5.7
"8354","France","Gilthead seabream","Atlantic, Northeast",2008,903.9,29.158064516129,0.000821812957934678,31,10,1,1,5,3,1,3.5,4.3
"8369","France","Pacific cupped oyster","Mediterranean and Black Sea",2008,0,0,0,490,1,10,10,5,5,1,5.3,6.2
"8397","Greece","European flat oyster","Mediterranean and Black Sea",2008,22832.65,706.893188854489,0.0946607068713085,32.3,10,10,7,5,7,10,8.2,7.3
"8398","Greece","European seabass","Mediterranean and Black Sea",2008,147200,72.2986247544204,0.610268893512431,2036,10,3,5,5,5,1,4.8,5
"8419","Iceland","Haddock","Atlantic, Northeast",2008,495,20.7895842083158,0.00358950611151486,23.81,10,3,5,8,7,5,6.3,6.9
"8420","Iceland","Rainbow trout","Atlantic, Northeast",2008,3612,7.2969696969697,0.0261925173228115,495,10,5,5,8,6,5,6.5,7
"8421","Iceland","Spotted wolffish","Atlantic, Northeast",2008,1085.3,1.80282392026578,0.00787008279359006,602,10,3,6,8,7,5,6.5,6.9
"8429","Indonesia","Groupers nei","Pacific, Western Central",2008,0,0,0,2491,9,1,5,5,3,4,4.5,5
"8440","Ireland","Atlantic salmon","Atlantic, Northeast",2008,14685.4,33.1498871331828,0.0113700126635341,443,10,3,3,5,5,5,5.2,5.4
"8463","Italy","Cupped oysters nei","Mediterranean and Black Sea",2008,0,0,0,290177,5,10,10,10,9,10,9,7.6
"8467","Italy","Gilthead seabream","Mediterranean and Black Sea",2008,1590.68,22.0927777777778,0.00396465261011365,72,10,1,3,5,3,1,3.8,4.7
"8613","Mexico","Flathead grey mullet","Pacific, Eastern Central",2008,13968.19,125.83954954955,0.0250352923278698,111,10,3,5,5,5,5,5.5,5.8
"8660","Namibia","Pacific cupped oyster","Atlantic, Southeast",2008,46914.53,1117.01261904762,0.995913772512037,42,1,10,7,4,7,9,6.3,5.5
"8676","Nigeria","Snappers nei","Atlantic, Eastern Central",2008,379217.4,1373.97608695652,1,276,5,7,3,3,4,3,4.2,4.9
"8678","Norway","Atlantic cod","Atlantic, Northeast",2008,0,0,0,2700,10,1,3,3,3,1,3.5,4.6
"8709","Peru","False abalone","Pacific, Southeast",2008,26.49,0.0564818763326226,0.00295830234318987,469,10,10,7,7,7,5,7.7,7.2
"8717","Philippines","Banana prawn","Pacific, Western Central",2008,0,0,0,1890.76,10,4,5,1,3,1,4,4.3
"8721","Philippines","Giant tiger prawn","Pacific, Western Central",2008,0,0,0,1137039,10,1,1,1,1,1,2.5,3.5
"8741","Portugal","Common cuttlefish","Atlantic, Northeast",2008,1184.73,8.77577777777778,0.00210688338022677,135,10,5,5,6,7,7,6.7,6.5
"8742","Portugal","Common edible cockle","Atlantic, Northeast",2008,2250.95,45.019,0.00400301262289419,50,10,10,7,6,9,6,8,6.9
"8743","Portugal","Common sole","Atlantic, Northeast",2008,111875.8,265.738242280285,0.198956102799434,421,10,5,3,6,4,5,5.5,5.8
"8746","Portugal","Flat and cupped oysters nei","Atlantic, Northeast",2008,38.1,12.7,6.77557391022763e-05,3,10,10,7,6,7,9,8.2,7
"8747","Portugal","Gilthead seabream","Atlantic, Northeast",2008,308365.97,71713.0162790698,0.548387512108671,4.3,10,3,3,6,4,3,4.8,5.3
"8752","Portugal","Marine molluscs nei","Atlantic, Northeast",2008,0,0,0,15,5,5,5,6,4,5,5,5.3
"8754","Portugal","Octopuses nei","Atlantic, Northeast",2008,3458.15,0.0764857452502599,0.0061498558838986,45213,5,5,5,6,8,5,5.7,5.7
"8756","Portugal","Pullet carpet shell","Atlantic, Northeast",2008,0,0,0,5,10,10,7,6,8,9,8.3,7
"8758","Portugal","Sargo breams nei","Atlantic, Northeast",2008,1362.62,0.106379889140448,0.00242323688229774,12809,6,3,3,6,4,3,4.2,4.8
"8759","Portugal","Sea mussels nei","Atlantic, Northeast",2008,0,0,0,917,5,10,7,6,7,8,7.2,6.5
"8808","Saudi Arabia","Flathead grey mullet","Indian Ocean, Western",2008,385885.66,648.547327731092,0.832921123863233,595,10,3,5,5,5,5,5.5,5.7
"8867","South Africa","Giant tiger prawn","Atlantic, Southeast",2008,441.51,0.0209464844861941,0.00793412614094283,21078,1,3,3,7,5,5,4,4.7
"8872","South Africa","Mediterranean mussel","Atlantic, Southeast",2008,1664.36,2.02476885644769,0.0299092708748151,822,1,10,7,7,7,9,6.8,6.2
"8873","South Africa","Mullets nei","Atlantic, Southeast",2008,2310.26,24.0652083333333,0.0415163739402835,96,5,5,4,6,5,6,5.2,5.4
"8874","South Africa","Pacific cupped oyster","Atlantic, Southeast",2008,154.25,0.0892134181607866,0.002771939383571,1729,1,10,7,7,7,9,6.8,6.1
"8875","South Africa","Perlemoen abalone","Atlantic, Southeast",2008,14701.27,816.737222222222,0.264188196444154,18,10,5,7,6,7,8,7.2,6.7
"8876","South Africa","Red bait","Atlantic, Southeast",2008,64.84,0.00366306988305745,0.00116520291494809,17701,1,5,4,7,5,6,4.7,5
"8895","Spain","Cupped oysters nei","Atlantic, Northeast",2008,7.67,1.12794117647059,1.63160572863196e-06,6.8,5,10,10,7,8,10,8.3,7.2
"8897","Spain","European eel","Atlantic, Northeast",2008,57292.06,8184.58,0.0121874906520373,7,10,3,3,3,6,7,5.3,5.9
"8899","Spain","European flat oyster","Mediterranean and Black Sea",2008,485.45,121.3625,0.000103267666357807,4,10,10,7,5,7,10,8.2,7.3
"8900","Spain","European seabass","Atlantic, Eastern Central",2008,75,1.66666666666667,1.59544236828418e-05,45,10,3,5,5,5,5,5.5,5.7
"8906","Spain","Gilthead seabream","Atlantic, Northeast",2008,293529.66,1.17423136621116,0.0624412874549401,249976,10,1,1,3,3,1,3.2,4.2
"8907","Spain","Gilthead seabream","Mediterranean and Black Sea",2008,0,0,0,85176,10,1,1,3,3,1,3.2,4.2
"8916","Spain","Kuruma prawn","Atlantic, Northeast",2008,0,0,0,766,1,3,5,5,5,7,4.3,4.8
"8959","Sweden","Atlantic salmon","Atlantic, Northeast",2008,0,0,0,224242,10,3,3,8,5,5,5.7,6
"8961","Sweden","European flat oyster","Atlantic, Northeast",2008,0,0,0,0.1,10,10,7,8,7,8,6.7,6.3
"8996","Thailand","Blood cockle","Indian Ocean, Eastern",2008,2348.04,153.466666666667,0.0644323192276156,15.3,10,10,7,3,5,7,7,7
"9019","Turkey","Atlantic salmon","Mediterranean and Black Sea",2008,147.17,14.717,0.00114763613236096,10,1,3,3,8,5,5,4.2,4.7
"9024","Turkey","Gilthead seabream","Mediterranean and Black Sea",2008,248.72,19.1323076923077,0.00193952611837207,13,8,3,3,7,5,6,5.3,5.1
"9028","Turkey","Natantian decapods nei","Mediterranean and Black Sea",2008,244.45,2.22227272727273,0.0019062285286107,110,5,5,5,6,5,5,5.2,5.1
"9036","Turkey","Trouts nei","Mediterranean and Black Sea",2008,1230.58,3.96961290322581,0.00959610023619454,310,5,3,3,5,5,5,4.3,4.8
"9042","Ukraine","Mullets nei","Mediterranean and Black Sea",2008,11620.35,1.05,1,11067,5,10,5,5,5,5,5.8,5.6
"9067","United Kingdom","Cupped oysters nei","Atlantic, Northeast",2008,654.35,29.7431818181818,0.0225976506179086,22,5,10,7,6,8,10,7.7,6.9
"9076","United Kingdom","Pacific cupped oyster","Atlantic, Northeast",2008,25700.4,25.4459405940594,0.8875504851234,1010,1,10,7,5,7,10,6.7,6.7
"9117","Viet Nam","Gracilaria seaweeds","Pacific, Western Central",2008,13903.5,23.25,0.4058016783118,598,10,10,10,5,7,10,8.7,7.9
"9132","Argentina","Pacific cupped oyster","Atlantic, Southwest",2009,93.45,0.89,0.465968586387435,105,3,10,5,7,7,10,7,6.4
"9136","Australia","Atlantic salmon","Pacific, Southwest",2009,256816.27,8.59118422373131,0.556543478038979,29893,1,1,1,3,5,3,2.3,3.7
"9148","Australia","Pacific cupped oyster","Indian Ocean, Eastern",2009,47989.78,5.72745587129575,0.103998080306693,8378.9,1,10,10,10,7,10,8,7.2
"9151","Australia","Southern bluefin tuna","Indian Ocean, Eastern",2009,53277.12,14.2110216057615,0.115456211807375,3749,10,1,1,1,3,1,2.8,4.1
"9174","Brazil","Cupped oysters nei","Atlantic, Southwest",2009,5265,0.017195598710575,0.0178318894808956,306183,7,10,7,7,7,10,8,7.1
"9185","Brazil","Whiteleg shrimp","Atlantic, Southwest",2009,275496.44,1197.81060869565,0.933071618321022,230,1,3,3,5,1,1,2.3,4
"9199","Canada","Blue mussel","Atlantic, Northwest",2009,24683.83,39.242972972973,0.036142643774118,629,10,10,9,8,8,10,9.2,8.2
"9200","Canada","Blue mussel","Pacific, Northeast",2009,10243.9,0.00773609128737247,0.0149993590361661,1324170,10,10,9,8,8,10,9.2,8.2
"9220","Chile","Atlantic salmon","Pacific, Southeast",2009,0,0,0,115881,1,1,1,1,1,2,1.2,2.5
"9231","Chile","Pacific cupped oyster","Pacific, Southeast",2009,159873.77,194.540971039182,0.253773967379631,821.8,1,10,7,5,7,1,5.2,5.6
"9247","China","Groupers nei","Pacific, Northwest",2009,25,0.0268240343347639,6.76705713217911e-05,932,9,1,5,5,5,4,4.8,5.3
"9265","China","Red drum","Pacific, Northwest",2009,1.8,0.00343511450381679,4.87228113516896e-06,524,1,1,2,5,4,5,3,4.4
"9355","France","Atlantic salmon","Atlantic, Northeast",2009,165000.02,124.914845938375,0.159546224292163,1320.9,10,3,2,5,5,3,4.7,4.8
"9356","France","Blue mussel","Atlantic, Northeast",2009,184416.02,1.11767284848485,0.178320461355023,165000,10,10,9,8,7,10,9,8.1
"9357","France","Blue mussel","Mediterranean and Black Sea",2009,484.79,0.0105151396841923,0.00046876608908652,46104,10,10,9,8,7,10,9,8.1
"9364","France","European flat oyster","Mediterranean and Black Sea",2009,0,0,0,4,10,10,7,5,7,10,8.2,7.3
"9366","France","European seabass","Mediterranean and Black Sea",2009,293.55,0.463744075829384,0.000283847202812245,633,10,3,5,7,5,5,5.8,5.7
"9368","France","Gilthead seabream","Atlantic, Northeast",2009,802.25,54.3898305084746,0.000775732987416533,14.75,10,1,1,5,3,1,3.5,4.3
